OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,GNIS_ID,SOURCE,FAC_TYPE,TOT_STAFF,TOT_RES,BEDS,EXC_BEDS,OWNERSHIP,MEDICAIDID,MEDICAREID,STATELICID,SUPFACTYPE
186,11558980,UNCLASSIFIED,AUTUMN CARE OF RAEFORD,910-875-4280,1206 NORTH FULTON STREET, ,RAEFORD,NC,28376,1926,HOKE,37093, , , , ,1262131200000,PHONE,1262131200000,MANUAL,623110,NURSING HOMES,102710923,-79.2277664,34.992675,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.AUTUMNCARE.NET/RAEFORD.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,140,0, , , ,NH0438,NURSING HOME
187,11558982,UNCLASSIFIED,AUTUMN CARE OF STATESVILLE,704-883-9700,2001 VAN HAVEN DRIVE, ,STATESVILLE,NC,28625,4342,IREDELL,37097, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,754769263,-80.8508784,35.794827,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.AUTUMNCORP.COM/LOCATIONS.ASP?FACID=20&NAME=STATESVILLE, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0599,NURSING HOME
188,11558967,UNCLASSIFIED,AUTUMN CARE OF WAYNESVILLE,828-456-7381,360 OLD BALSAM ROAD, ,WAYNESVILLE,NC,28786,8097,HAYWOOD,37087, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,737258243,-83.0125715,35.4613864,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.AUTUMNCARE.NET/WAYNESVILLE.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0366,NURSING HOME
189,11559144,UNCLASSIFIED,WELLINGTON REHABILITATION AND HEALTHCARE,919-266-7744,1000 TANDAL PLACE, ,KNIGHTDALE,NC,27545,8842,WAKE,37183, , , , ,1262736000000,ALT REF,1262736000000,MANUAL,623110,NURSING HOMES,17108213,-78.5093487,35.7933264,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0544,NURSING HOME
190,11597887,UNCLASSIFIED,CLARE BRIDGE OF CARY,919-852-1355,7870 CHAPEL HILL ROAD, ,CARY,NC,27513,5428,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,23240598,-78.7616751,35.7964371,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKDALELIVING.COM/CLARE-BRIDGE-OF-CARY.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,50,0, , , ,HAL-092-023,ADULT CARE HOME
191,11558858,UNCLASSIFIED,THE ARBOR AT GALLOWAY RIDGE,919-545-2660,3000 GALLOWAY RIDGE ROAD, ,PITTSBORO,NC,27312, ,CHATHAM,37037, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES, ,-79.0949731,35.793718,TGS,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GALLOWAYRIDGE.COM/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,40,0, , , ,NH0619,NURSING HOME
192,11597459,UNCLASSIFIED,COVENTRY HOUSE OF SILER CITY,919-742-4052,260 VILLAGE LAKE ROAD, ,SILER CITY,NC,27344,1820,CHATHAM,37037, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-79.4697131,35.7427116,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.COVENTRYASSISTED.COM/SILERCITYFULL2.HTML, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,52,0, , , ,HAL-019-018,ADULT CARE HOME
193,11558941,UNCLASSIFIED,BLUMENTHAL JEWISH NURSING AND REHABILITATION CENTER,336-540-9991,3724 WIRELESS DRIVE, ,GREENSBORO,NC,27455,3312,GUILFORD,37081, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES, ,-79.823318,36.1224437,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.UNIVHEALTHCARE.COM/FACILITIES/FACILITY_DETAILS/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,154,0, , , ,NH0135,NURSING HOME
194,11597337,UNCLASSIFIED,AHOSKIE HOUSE,252-862-4700,407 LOFTIN LANE SOUTH, ,AHOSKIE,NC,27910,3447,HERTFORD,37091, , , , ,1262563200000,PHONE,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-76.9835444,36.2966556,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-046-004,ADULT CARE HOME
195,11597610,UNCLASSIFIED,COMMUNITY CARE OF HAYWOOD 1,828-452-0238,39 LOVING WAY, ,CLYDE,NC,28721,9471,HAYWOOD,37087, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-82.9481651,35.5247465,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-044-004,ADULT CARE HOME
196,11597612,UNCLASSIFIED,HOSPITALITY RETREAT,828-452-0913,65 LOVING WAY, ,CLYDE,NC,28721,9471,HAYWOOD,37087, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-82.9484278,35.5253024,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-044-031,ADULT CARE HOME
197,11597614,UNCLASSIFIED,MOUNTAIN HART RETIREMENT LIMITED LIABILITY COMPANY,828-452-3822,67 LOVING WAY, ,CLYDE,NC,28721,9471,HAYWOOD,37087, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-82.9481346,35.5253608,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-044-021,ADULT CARE HOME
198,11559072,UNCLASSIFIED,CLAPPS CONVALESCENT NURSING HOME,336-625-2074,500 MOUNTAIN TOP DRIVE, ,ASHEBORO,NC,27203,5039,RANDOLPH,37151, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES, ,-79.7878899,35.7090763,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,96,0, , , ,NH0020,NURSING HOME
199,11559139,UNCLASSIFIED,THE ROSEWOOD AT THE CYPRESS CLUB OF RALEIGH,919-518-8941,8710 CYPRESS CLUB DRIVE, ,RALEIGH,NC,27615, ,WAKE,37183, , , , ,1262736000000,PHONE,1262736000000,MANUAL,623110,NURSING HOMES, ,-78.6609532,35.897856,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.THECYPRESSOFRALEIGH.COM/HEALTHCARE/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,40,0, , , ,NH0622,NURSING HOME
200,11597861,UNCLASSIFIED,CENTRAL CARE INCORPORATED,336-320-2185,139 APEX LANE, ,MOUNT AIRY,NC,27030,5595,SURRY,37171, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-80.6493317,36.4525671,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,53,0, , , ,HAL-086-001,ADULT CARE HOME
201,11597879,UNCLASSIFIED,GREEN-BULLOCK ASSISTED LIVING CENTER LIMITED LIABILITY COMPANY,252-492-0001,1000 HEALTHCARE CENTER ROAD, ,HENDERSON,NC,27536, ,VANCE,37181, , , , ,1262649600000,PHONE,1262649600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE, ,-78.393072,36.3187261,TGS,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.GREENBULLOCK.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,129,0, , , ,HAL-091-011,ADULT CARE HOME
202,11581769,UNCLASSIFIED,THE ARBOR HEALTH CARE CENTER,919-545-2660,300 CLYNELISH CLOSE, ,PITTSBORO,NC,27312,4930,CHATHAM,37037, , , , ,1255651200000,PHONE,1255651200000,MANUAL,623110,NURSING HOMES, ,-79.0961415,35.7934551,TGS,2009Q2,ONENTITY,NO,TECHNIGRAPHICS, , ,USDHHS,NURSING FACILITIES,0,0,16,0,NON-PROFIT, ,345539, ,NURSING HOME
203,11558878,UNCLASSIFIED,HAYMOUNT REHABILITATION AND NURSING CENTER INCORPORATED,910-689-0150,2346 BARRINGTON CIRCLE, ,FAYETTEVILLE,NC,28303,4284,CUMBERLAND,37051, , , , ,1255046400000,PHONE,1255046400000,MANUAL,623110,NURSING HOMES,102802163,-78.9206144,35.072548,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HAYMOUNTREHAB.COM/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0454,NURSING HOME
204,11558787,UNCLASSIFIED,ELDERBERRY HEALTH CARE,828-252-1790,415 ELDERBERRY LANE, ,MARSHALL,NC,28753,6369,MADISON,37115, , , , ,1262131200000,PHONE,1262131200000,MANUAL,623110,NURSING HOMES,102520220,-82.6536493,35.7982642,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0479,NURSING HOME
205,11558957,UNCLASSIFIED,TRIAD CARE AND REHABILITATION CENTER,336-885-0141,707 NORTH ELM STREET, ,HIGH POINT,NC,27262,3917,GUILFORD,37081, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,17075255,-80.0137596,35.9641648,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SUNBRIDGEHEALTHCARE.COM/HEALTHCARE_CENTERS/NORTH_CAROLINA/TRIAD_.ASPX, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,199,0, , , ,NH0389,NURSING HOME
206,11558813,UNCLASSIFIED,ASHEVILLE HEALTH CARE CENTER,828-298-2214,1984 UNITED STATES HIGHWAY 70, ,SWANNANOA,NC,28778, ,BUNCOMBE,37021, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,119003455,-82.4326244,35.5940057,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,106,0, , , ,NH0528,NURSING HOME
207,11558763,UNCLASSIFIED,AUTUMN CARE OF DREXEL,828-433-6180,307 OAKLAND AVENUE, ,DREXEL,NC,28619, ,BURKE,37023, , , , ,1253577600000,PHONE,1253750400000,MANUAL,623110,NURSING HOMES,118982921,-81.6001323,35.7603293,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.AUTUMNCARE.NET/DREXEL.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0347,NURSING HOME
208,11558853,UNCLASSIFIED,BRIAN CENTER HEALTH AND REHABILITATION - HICKORY / VIEWMONT,828-328-5646,220 13TH AVENUE PLACE NORTHWEST, ,HICKORY,NC,28601,2532,CATAWBA,37035, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,102533722,-81.3414609,35.7510723,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,104,0, , , ,NH0409,NURSING HOME
209,11558832,UNCLASSIFIED,COLLEGE PINES HEALTH AND REHABILITATION CENTER,828-874-6800,95 LOCUST STREET, ,RUTHERFORD COLLEGE,NC,28671, ,BURKE,37023, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,102534897,-81.5217621,35.7463961,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BLUERIDGEHEALTH.ORG/COLLEGE-PINES.HTML, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,104,0, , , ,NH0553,NURSING HOME
210,11558816,UNCLASSIFIED,BROOKS-HOWELL HOME,828-253-6712,266 MERRIMON AVENUE, ,ASHEVILLE,NC,28801,1218,BUNCOMBE,37021, , , , ,1254960000000,PHONE,1254960000000,MANUAL,623110,NURSING HOMES,102956524,-82.5559846,35.6090256,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GBGM-UMC.ORG/BROOKS-HOWELL-HOME/NUTSHELL.HTML, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,58,0, , , ,NH0107,NURSING HOME
211,11558820,UNCLASSIFIED,FLESHER'S FAIRVIEW HEALTH CARE CENTER INCORPORATED,828-628-2800,3016 CANE CREEK ROAD, ,FAIRVIEW,NC,28730,8743,BUNCOMBE,37021, , , , ,1254960000000,PHONE,1254960000000,MANUAL,623110,NURSING HOMES,756499392,-82.4155501,35.5075829,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://FLESHERS.NET/PAGE7.HTML, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0517,NURSING HOME
212,11558891,UNCLASSIFIED,LIBERTYWOOD NURSING CENTER,336-472-7771,1028 BLAIR STREET, ,THOMASVILLE,NC,27360,4359,DAVIDSON,37057, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,17078842,-80.0631538,35.890801,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0292,NURSING HOME
213,11558798,UNCLASSIFIED,TWIN LAKES COMMUNITY MEMORY CARE,336-538-1500,3810 HERITAGE DRIVE, ,BURLINGTON,NC,27215,9730,ALAMANCE,37001, , , , ,1254960000000,PHONE,1254960000000,MANUAL,623110,NURSING HOMES,716207462,-79.5216587,36.0860547,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TWINLAKESCOMM.ORG/MEMORYCARE.ASP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,32,0, , , ,NH0621,NURSING HOME
214,11581760,UNCLASSIFIED,FIDELIA ECKERD LIVING CENTER,828-526-1304,190 HOSPITAL DRIVE, ,HIGHLANDS,NC,28741,7600,MACON,37113, , , , ,1262131200000,PHONE,1262131200000,MANUAL,623110,NURSING HOMES,707662062,-83.1854007,35.0869119,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ECKERDLIVINGCENTER.COM/, ,USDHHS,NURSING FACILITIES,0,0,84,0,NON-PROFIT, ,345437, ,NURSING HOME
215,11558831,UNCLASSIFIED,CAROLINA REHAB CENTER OF BURKE,828-397-3144,3647 MILLER BRIDGE ROAD, ,CONNELLYS SPRINGS,NC,28612,7347,BURKE,37023, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,102901038,-81.4686646,35.7133779,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,90,0, , , ,NH0610,NURSING HOME
216,11558893,UNCLASSIFIED,PIEDMONT CROSSING,336-472-2017,100 HEDRICK DRIVE, ,THOMASVILLE,NC,27360,6009,DAVIDSON,37057, , , , ,1255046400000,PHONE,1255046400000,MANUAL,623110,NURSING HOMES,17128369,-80.1057473,35.844278,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.PIEDMONTCROSSING.ORG/INDEX.ASP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,94,0, , , ,NH0390,NURSING HOME
217,11558867,UNCLASSIFIED,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF COLUMBUS COUNTY,910-642-4245,1402 PINCKNEY STREET, ,WHITEVILLE,NC,28472,2221,COLUMBUS,37047, , , , ,1255046400000,PHONE,1255046400000,MANUAL,623110,NURSING HOMES,102393219,-78.7007952,34.3460995,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LIBERTYHCS.COM/LOCATIONS_COLUMBUS.SHTML,2506021,TECHNIGRAPHICS,NURSING FACILITIES,0,0,147,0, , , ,NH0283,NURSING HOME
218,11558843,UNCLASSIFIED,GATEWAY REHABILITATION AND HEALTHCARE,828-754-3888,2030 HARPER AVENUE NORTHWEST, ,LENOIR,NC,28645,4953,CALDWELL,37027, , , , ,1254873600000,PHONE,1254873600000,MANUAL,623110,NURSING HOMES,125305129,-81.5639456,35.9013502,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,118,0, , , ,NH0485,NURSING HOME
219,11558886,UNCLASSIFIED,ALSTON BROOK NURSING AND REHAB,336-956-1132,4748 OLD SALISBURY ROAD, ,LEXINGTON,NC,27295,7827,DAVIDSON,37057, , , , ,1255046400000,PHONE,1255046400000,MANUAL,623110,NURSING HOMES,715108494,-80.3233353,35.7857079,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0094,NURSING HOME
220,11559153,UNCLASSIFIED,AVANTE AT WILSON,252-237-8161,1804 FOREST HILLS ROAD WEST, ,WILSON,NC,27893,3413,WILSON,37195, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,116011897,-77.9512648,35.722374,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.AVANTEGROUP.COM/LOCATION_DET.PHP?LOC_ID=15&H_ID=1, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,110,0, , , ,NH0272,NURSING HOME
221,11559148,UNCLASSIFIED,BRIAN CENTER HEALTH AND REHABILITATION - GOLDSBORO,919-731-2805,1700 WAYNE MEMORIAL DRIVE, ,GOLDSBORO,NC,27534,2240,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,102617696,-77.9702014,35.3910575,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, ,2505785,TECHNIGRAPHICS,NURSING FACILITIES,0,0,130,0, , , ,NH0492,NURSING HOME
222,11597914,UNCLASSIFIED,BRITTHAVEN OF LAGRANGE,252-566-4112,167 FUSSELL ROAD, ,LAGRANGE,NC,28551,7745,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109851942,-77.8295453,35.3097343,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BRITTHAVEN.COM/INDEX.JSP?SEC=NC&FAC=LGR30&XINFO=YES, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,37,0, , , ,HAL-096-001,ADULT CARE HOME
223,11597467,UNCLASSIFIED,SHELBY MANOR LIMITED,704-482-0000,1176 WYKE ROAD, ,SHELBY,NC,28150,4273,CLEVELAND,37045, , , , ,1260835200000,ALT REF,1260835200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125449887,-81.5098801,35.3015984,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,74,0, , , ,HAL-023-008,ADULT CARE HOME
224,11558827,UNCLASSIFIED,THE LAURELS OF GREENTREE RIDGE,828-274-7646,70 SWEETEN CREEK ROAD, ,ASHEVILLE,NC,28803,2318,BUNCOMBE,37021, , , , ,1254873600000,PHONE,1254873600000,MANUAL,623110,NURSING HOMES,125355187,-82.5298174,35.5595083,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LAURELHEALTH.COM/GREENTREERIDGE/INDEX.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0463,NURSING HOME
225,11558801,UNCLASSIFIED,ALLEGHANY CARE AND REHABILITATION CENTER,336-372-2441,179 COMBS STREET, ,SPARTA,NC,28675,8429,ALLEGHANY,37005, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,102432482,-81.125311,36.5055404,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SUNBRIDGEHEALTHCARE.COM/HEALTHCARE_CENTERS/NORTH_CAROLINA/ALLEGHANY_.ASPX, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,112,0, , , ,NH0413,NURSING HOME
226,11558802,UNCLASSIFIED,HERITAGE HILLS LIVING CENTER,704-694-4106,2051 COUNTRY CLUB ROAD, ,WADESBORO,NC,28170,3203,ANSON,37007, , , , ,1253664000000,PHONE,1253750400000,MANUAL,623110,NURSING HOMES,102721008,-80.0513043,34.9442483,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.THELIVINGADVANTAGE.COM/HERITAGE_HILLS_LIVING_CENTER.PHP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,119,0, , , ,NH0090,NURSING HOME
227,11558799,UNCLASSIFIED,WHITE OAK MANOR - BURLINGTON,336-229-5571,323 BALDWIN ROAD, ,BURLINGTON,NC,27217,2715,ALAMANCE,37001, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,102474610,-79.4186603,36.1010727,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.WHITEOAKMANOR.COM/FAC_LOC.ASP?LINK=BURLINGTON, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,160,0, , , ,NH0397,NURSING HOME
228,11558791,UNCLASSIFIED,ALAMANCE HEALTH CARE CENTER,336-226-0848,1987 HILTON ROAD, ,BURLINGTON,NC,27217,2968,ALAMANCE,37001, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,102474579,-79.4027511,36.098967,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,180,0, , , ,NH0529,NURSING HOME
229,11558793,UNCLASSIFIED,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF ALAMANCE COUNTY,336-586-9850,791 BOONE STATION DRIVE, ,BURLINGTON,NC,27215,9775,ALAMANCE,37001, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,760102056,-79.5033007,36.073384,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.LIBERTYHCS.COM/LOCATIONS_ALAMANCE.SHTML, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,138,0, , , ,NH0588,NURSING HOME
230,11558847,UNCLASSIFIED,HARBORVIEW HEALTH CARE CENTER,252-726-6855,812 SHEPARD STREET, ,MOREHEAD CITY,NC,28557,4250,CARTERET,37031, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,102739334,-76.7135751,34.7199643,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARBORVIEWENTERPRISES.COM/DEFAULT.CFM,2505797,TECHNIGRAPHICS,NURSING FACILITIES,0,0,122,0, , , ,NH0255,NURSING HOME
231,11558830,UNCLASSIFIED,BRITTHAVEN OF MORGANTON,828-437-8760,107 MAGNOLIA DRIVE, ,MORGANTON,NC,28655,4505,BURKE,37023, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,102540917,-81.6936745,35.725574,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BRITTHAVEN.COM/INDEX.JSP?SEC=NC&FAC=MRG19&XINFO=YES, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,121,0, , , ,NH0343,NURSING HOME
232,11558836,UNCLASSIFIED,BRIAN CENTER HEALTH AND RETIREMENT,704-788-6400,250 BISHOP LANE, ,CONCORD,NC,28025,2888,CABARRUS,37025, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,28202927,-80.6040466,35.4517325,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,90,0, , , ,NH0498,NURSING HOME
233,11558817,UNCLASSIFIED,COURTYARD REHABILITATION AND NURSING CENTER,828-252-0099,455 VICTORIA ROAD, ,ASHEVILLE,NC,28801,4827,BUNCOMBE,37021, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,125363607,-82.5576644,35.5665482,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0291,NURSING HOME
234,11558822,UNCLASSIFIED,GRACE HEALTHCARE OF ASHEVILLE,828-255-0076,91 VICTORIA ROAD, ,ASHEVILLE,NC,28801,4427,BUNCOMBE,37021, , , , ,1253577600000,PHONE,1253577600000,MANUAL,623110,NURSING HOMES,125366563,-82.5523298,35.5771466,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GRACE-HEALTHCARE.COM/INDEX.PHP?PAGE=NORTH-CAROLINA, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0,PRIVATE, , ,NH0233,NURSING HOME
235,11558775,UNCLASSIFIED,LUTHERAN HOME - HICKORY,828-328-2006,1265 21ST STREET NORTHEAST, ,HICKORY,NC,28601,2911,CATAWBA,37035, , , , ,1253664000000,PHONE,1253664000000,MANUAL,623110,NURSING HOMES,102535521,-81.2985361,35.7449075,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CRESCENTVIEW.NET/NURSING_HICKORY.ASP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,204,0, , , ,NH0068,NURSING HOME
